id_unique;objet;categorie
BXRR86BYY3;prestations d'evaluation a mi parcours du programme local de l'habitat de nantes metropole;logement
EZW6PQAB3P;prestation d'etude pour le suivi et l'evaluation projet regional de sante prs;santé
MIY13E7BPT;prestation d'assistance a maitrise d'ouvrage pour l'evaluation et le pilotage du programme regional  rhea  relatif a la rehabilitation energetique des logements sociaux a marseille rectificatif;logement
PJ3PEKF2S8;evaluation et revision des plans de gestion de diverses proprietes relevant des espaces naturels sensibles  a saint denis;environnement
CF57GQBRSZ;realisation d'une mission d'evaluation du schema local d'orientation et de developpement touristique slodt 2009 2013 et propositions pour la realisation du nouveau schema;environnement
Z0S95AWITH;etude d'evaluation des plans economique et environnemental a paris la defense pour la dgec;environnement
P09I5CBFEK;etude : evaluation environnementale du schema d'amenagement et de gestion des eaux s a g e  vilaine;environnement
DDL88V9CG6;realisation du rapport environnemental et accompagnement pour l'evaluation environnementale strategique du projet de contrat de developpement territorial  seine defense ;environnement
YIGAEIXD60;evaluation ex ante et evaluation strategique environnementale des programmes europeens a metz;environnement
FU3YVLF0I1;mission d'assistance a maitrise d'ouvrage pour l'evaluation environnementale strategique des strategies maritimes de facades;environnement
CUQHOHOA9E;evaluation a echeance de la convention de delegation des aides a la pierre conclue entre l'etat et reims metropole;social
RWEKM6MCT4;mise a disposition d'une solution logicielle pour la veille reglementaire et l'evaluation de la conformite  hygiene  environnement et developpement durable;environnement
DG5XHWU75U;mission d'evaluation relative au projet de renovation urbaine de copaya de la ville de matoury;logement
96O15TXBFK;etude d'evaluation des reseaux de developpement technologique;environnement
LYEKS66QS4;elaboration de l'evaluation environnementale et des annexes sanitaires du plui h de l'agglo foix varilhes;environnement
WCLR0WJ1CC;evaluation des aides de l'ademe a la promotion du compostage de proximite dont le compostage domestique a angers;social
FP3E5QURPH;evaluation des conventions departementales relatives a la modernisation et a la professionnalisation du secteur de l'aide a domicile a paris;social
46WD9FRSE3;evaluation d'un projet d'education au developpement   bretagne;éducation-recherche
V0ZJUCR1WU;le present marche a pour objet une mission de prestations intellectuelles relative a l'etablissement de l'etat initial de l'environnement eie et l'evaluation environnementale ee;environnement
6L8L9X9WBZ;evaluation de la strategie nationale en matieres de programme operationnel dans les filieres fruits et legumes pour le ministrere de l'agriculture et de la peche a paris;environnement
K5WGC0FKDH;evaluation du processus de conventionnement du fonds pour l'insertion des personnes handicapees dans la fonction publique a paris;santé
S8X4OMKGLR;le present marche a pour objet l'evaluation a mi parcours de la prime d'amenagement du territoire de saint denis;urbanité-transports
EMDXUY8FMD;evaluation de l'offre marches publics au sein du marche des annonces de marches publics en france pour les besoins de la dila a paris;santé
9MKDIEER2H;evaluation endoformative du plan d'actions 2011 2014 du volet economie sociale et solidaire du plan metropolitain de developpement economique pour communaute urbaine a lille;social
OXVJFK6RB4;expertise et evaluation des impositions taxes foncieres d'equipements commerciaux pour le compte d'epareca a lille;fiscalité-économie
AMGO13XUUO;mission d'evaluation des plans locaux pluriannuels pour l'insertion et l'emploi plie a evreux;emploi-insertion
WXVE9IEH1H;evaluation finale strategie burkinabe de renforcement des finances publiques;fiscalité-économie
O6X90O4IEW;assistance a maitrise d'ouvrage pour la mise en oeuvre des defis de la transition en region centre val de loire evaluation et co construction;urbanité-transports
ZQ164EZ25I;realisation d'une evaluation des operations de rehabilitation thermique des logements financees par le feder en rhone alpes durant la periode 2007 2013;logement
G1ROH4FUM5;marche pour l'elaboration du plan local d'urbanisme intercommunal plui de la touraine val de vienne   realisation du dossier complet du plui avec evaluation environnementale;environnement
4GPB9U46U5;evaluation environnementale strategique du schema regional biomasse sbr de la region paca;environnement
GFL7JQWDUG;evaluation environnementale et etablissement des scenarii pour la redaction du plan de prevention et de gestion des dechets du btp de la sarthe  au mans;environnement
Z8DMB1EPX8;evaluation de l'effet de la suppression des ouvrages faisant obstacle a la continuite ecologique dans le cadre de l'appel a projets de l'agence de l'eau adour garonne;environnement
U0RLGLC59T;mission d'evaluation relative au projet de renovation urbaine de copaya a matoury;logement
S4H4QPYKRT;bilan et evaluation des prets locatifs aides d'integration plai sur le littoral a arras;social
S97JNT25GC;realisation de l'evaluation environnementale du ppri 'rhone ceze tave' portant sur 19 communes gardoises;environnement
666RUPZQJR;mission d'assistance a maitrise d'ouvrage pour l'accompagnement des parcs naturels regionaux de la region bourgogne franche comte a l'evaluation des chartes;environnement
SSU1F6MLAD;evaluation du reseau intercommunal des bibliotheques de la communaute de communes vallee de l'herault a gignac;social
AVYU51SFH3;mission d'evaluation des operations de ravalement de facades et du dispositif d'aide departemental;social
FRILD3FP1X;evaluation des pepinieres d'entreprises du limousin a limoges;fiscalité-économie
L11RL13IAY;rectificatif a l'avis no08 130698 relatif a l'evaluation finale de dialectic dispositif d'insertion et d'accompagnement pour l'egalite des chances par les technologies de l'information ;emploi-insertion
TXSC9HW1T1;mission de suivi   animation et evaluation du pig contre l'habitat indigne  la precarite energetique et le dispositif de soutien en faveur de l'autonomie pour le dept de la nievre a nevers;santé
GZ0HNAJJ0C;evaluation environnementale du plu intercommunal integrant le pdu;environnement
KVSJ3U2ORH;mission de suivi animation et d'evaluation de l'operation programmee d'amelioration de l'habitat  renouvellement urbain opah ru et accompagnement a la rehabilitation;logement
FGV4IG5UNT;prestation d'organisation d'un seminaire sur l'evaluation du programme national fse  competitivite regionale et emploi  pour le compte du ministere du travail et de l'emploi a paris;emploi-insertion
13D138XZPO;evaluation a mi parcours du second plan regional sante environnement d'aquitaine prse2  a bordeaux cedex;environnement
H0U052FUPT;mission de suivi animation et d'evaluation de l'operation programmee d'amelioration de l'habitat  renouvellement urbain opah ru et accompagnement a la rehabilitation;logement
0PUK88KLCL;etudes d'evaluation diagnostic de la collegiale es liens a le dorat;social
UYOYWYFSYJ;mission d'evaluation de la mise en oeuvre de la fusion des 3 ars d'alsace  champagne ardenne  lorraine et du fonctionnement de la nouvelle ars grand est ;santé
HT3XZCBHKW;prestations intellectuelles ayant pour objet l'assistance pour une experimentation d'evaluation des competences de hauts fonctionnaires ou de cadres a  haut potentiel  a paris;emploi-insertion
TNZTCSEI83;developpement de modules collectifs d'evaluation pour les porteurs de projet de creation d'entreprises et les auto entrepreneurs recemment crees a privas cedex;fiscalité-économie
VSEAP2F0M6;prestation d'evaluation du plan sante au travail a mi parcours pour le ministere de l'emploi  de la cohesion;emploi-insertion
8RRP0ATU03;evaluation  preconisation et mise en oeuvre pour les demandes de prestations de compensation du handicap pour le compte du conseil general a ollioules;santé
JNKLT277VS;prestation de revision du plui soumis a evaluation environnementale pour la cc bastides en haut agenais perigord a monflanquin;environnement
0Z76US00WS;evaluation environnementale strategique du projet de contrat de developpement territorial   les grandes ardoines a alfortville  choisy le roi et vitry sur seine;environnement
OVFCR6VI62;evaluation du soutien aux mecanismes de gestion durable des services publics d'eau et d'assainissement sur les bassins de rhone mediterranee et de corse pour le compte de l'agence de l'eau rm&c a lyon;environnement
AZBQKQ37JQ;marche de prestations portant sur l'evaluation de la mise en oeuvre et du respect des engagements de service de pole emploi en vue d'obtenir une labellisation a paris;emploi-insertion
S2RKGX4PPS;action d'evaluation en direction des entrants dans le dispositif rsa pour le cg loir et cher a blois;emploi-insertion
77MTK523CX;projet de construction d'un nouveau batiment d'archives evaluation prealable pour la passation d'un contrat de partenariat public prive a chambery;environnement
KD2JU2HVH0;elaboration d'un plan local d'urbanisme intercommunal tenant lieu de de programme local de l'habitat et soumis a evaluation environnementale a l'aigle;environnement
VN8M4TG5HZ;prestation d'evaluation comparative des couts employeurs des differentes conventions collectives dont relevent les personnels employes par canssm et carmi a paris;éducation-recherche
OBXR9JTUN6;accompagnement a l'elaboration du plan local d'urbanisme intercommunal et son evaluation environnementale;environnement
9O7JC6HK7W;aide pour l'evaluation de la surete des ports et installations portuaires :;social
W47WGWI7R0;mission d'etude et d'assistance a l'evaluation et a l'amelioration de la gestion des dechets menagers et non menagers de la communaute d'agglomeration gpso a meudon;social
8ULWW7U58P;evaluation du partenariat renforce entre pole emploi  l'etat et le conseil national des missions locales a paris;emploi-insertion
LGNZ6KJZ8P;mission d'appui a l'ingenierie  d'animation  de capitalisation et d'evaluation des 14 territoires pionniers pour la mise en oeuvre d'une reponse accompagnee pour tous pour la cnsa a paris;fiscalité-économie
3ONGNRAP0R;realisation d'une evaluation environnementale et rapport de presentation du plu de la ville saint denis;environnement
F5YGV3MCK0;mission d'evaluation ex ante a la mise en place d'instruments financiers finances par les programmes regionaux feder  fse et feader au profit de la region a marseille;fiscalité-économie
8198WBHV38;etude d'evaluation environnementale et etude d'incidence natura 2000 du plu de la commune de beauzac 43590 a beauzac;environnement
4L18NTR8RY;evaluation du potentiel de production de biomethane a partir des boues issues des stations d'epuration des eaux usees urbaines au profit d'ademe a angers;environnement
03OISR2BFT;evaluation et valorisation des plans d'eau du bassin adour garonne a toulouse;environnement
ABT25W6LLL;l'evaluation des dispositifs de formation professionnelle   etude des parcours d'insertion des stagiaires a poitiers;emploi-insertion
OGACYNV0SA;evaluation de l'excellence operationnelle globale des entreprises industrielles de la nouvelle aquitaine dans le cadre du plan regional usine du futur 2020;fiscalité-économie
CMYJZDD9ZP;evaluation de l'effet de la suppression des ouvrages faisant obstacle a la continuite ecologique dans le cadre de l'appel a projets de l'agence de l'eau adour garonne;environnement
VQXV8VXL24;construction du systeme de suivi et de pilotage  evaluation de la mise en oeuvre des conventions d'application et actualisation du tableau d'indicateurs  a toulouse;environnement
RGEQRRQTKS;prestation d'evaluation du niveau de service de la signalisation horizontale pour le compte du departement de seine maritime;environnement
1CVWZQ0NCU;realisation d'une evaluation de la contribution de la tva non percue recuperable a l'investissement des entreprises a paris;fiscalité-économie
XK9J65PV5W;assistance a l'evaluation aux postes de cadres dirigeants et a la mise en oeuvre d'un dispositif d'accompagnement des futurs cadres au profit de la gestion des moyens acheteur juriste a paris;emploi-insertion
A7SUGVEBUI;mission d'evaluation de l'imposition a la taxe fonciere et a la taxe sur les bureaux d'un ensemble immobiler acquis par la c a a b  aupres de l'etat pour la communaute d'agglomeration de drancy;fiscalité-économie
SZ7UNYIY5W;gestion du transport solide  mise en oeuvre de protocoles d'evaluation  elaboration d'un plan de gestion  communes de st etienne  la fouillouse  st just st rambert  st priest en jarez  l'etrat;urbanité-transports
IJHOGQ0IIV;prestations de mobilisation  d'evaluation et d'orientation en direction de publics allocataires du rsa du territoire 4 du val de marne;emploi-insertion
KLVHGNQ8JQ;suivi evaluatif du plan regional de lutte contre le decrochage scolaire et les sorties sans qualification pour la region rhone alpes  a charbonnieres les bains;éducation-recherche
F7PVPKM020;elaboration d'un dossier de derogation a la stricte protection des especes et evaluation d'incidence natura 2000 en lien avec les abattages de platanes du canal du midi et ses annexes a toulouse;social
E4SNG5KYTI;projet strategique 2014 2019   evaluation environnementale pour le compte du port atlantique de la rochelle;environnement
H1GK3FWJS6;evaluation environnementale du pdu du grand narbonne;environnement
XUXX1V6TK6;conception  animation et evaluation de formations pluri thematiques dans le domaine des systemes d'information pour la communaute d'agglomeration plaine commune a saint denis;social
B4M3DMLP1Z;mise en place du dispositif d'evaluation du projet regional de sante de l'agence regionale d'ile de france;santé
AL65QDXNRD;evaluation du programme de reussite educative de miramas au profit du centre communal d'action sociale a miramas;social
D9N7P5DS9Q;conception  animation et evaluation de formations pluri thematiques dans le domaine des systemes d'information pour la communaute d'agglomeration plaine commune a saint denis rectificatif;social
EY655WR7HS;mesure d'evaluation en situation de travail e s t  pour un public beneficiaire du rsa socle ou majore dans des metiers porteurs d'emploi : vendee insertion   lots 01 et 04 a la roche sur yon;emploi-insertion
EH3IM5XSHA;construction d'une vision prospective multimodale sur l'aire metropolitaine toulousaine etudes no5 et 9   evaluation situations 2030 et 2040  et propositions et evaluation de solutions;urbanité-transports
FA542QE984;evaluation et accompagnement social de menages a reloger dans le cadre de projets d'habitat et d'amenagement sur le territoire communal a vitry;social
HO95UH32GU;mission d'etudes de programmation globale et d'evaluation prealable a la passation d'un contrat de partenariat pour la construction du pole sciences humaines et sociales a saint martin d'heres;social
R3K7IFY8O8;conventionnement du reseau d'expertise  pour l'evaluation de projets de creation d'entreprise  a maisons alfort;fiscalité-économie
QWWQX8TL6J;evaluation de la mise en oeuvre du budget participatif des lycees bpl a paris;éducation-recherche
WPBDDM9HX3;evaluation medico economique de la reponse a la demande de soins non programmes en ile de france;santé
R2197OTOPZ;bilan evaluatif du parc naturel regional des landes de gascogne;environnement
9QF786CHLM;etude d'evaluation environnementale du plu a petit bourg;environnement
Q7J71B6IVE;mission d'evaluation des plans locaux pluriannuels pour l'insertion et l'emploi plie a evreux;emploi-insertion
R6GXA82P77;prestation de formation action et d'accompagnement d'une auto evaluation des ecoles et centres de formation de l'ap hp a paris;éducation-recherche
ELKORK8EBR;prestation d'audits en entreprise pour la chambre de metiers et de l'artisanat des hauts de seine dans le cadre du dispositif  evaluation d'entreprise   transmission d'entreprise  a nanterre;fiscalité-économie
HRLW0SW6H3;etude d'evaluation des actions de la ville en matiere de developpement durable au blanc mesnil;environnement
R0MPZS3SUX;la realisation de l'evaluation du projet  operation de renouvellement urbain  entre terre et mer   a cherbourg octeville;urbanité-transports
KH23U5OJKT;mise a disposition de donnees d'evaluation des medicaments au profit du ministeres sante  travail et sport  a paris;santé
AM2JGE2L7W;mise en oeuvre du barometre developpement durable sur le fonctionnement interne de lille metropole communaute urbaine: outil d'evaluation et animation a lille cedex;social
ZCV6UKFSVG;evaluation de la contribution de la defiscalisation aux investissements outre mer dans le secteur de la plaisance a paris;fiscalité-économie
BPOLFDWMQA;evaluation environnementale des sols et plan de gestion   site abelia decors a abbeville;environnement
G7I95O26C0;evaluation a mi parcours du programme local de l'habitat p l h  a dunkerque;logement
25215J4MSG;evaluation strategique environnementale esedes programmes operationnels feder  fse  feader  feamp de la region provence alpes cote d'azur p a c a  pour la periode 2014 2020 a marseille;environnement
MRTXPJ2PGY;etude d'evaluation du dispositif de campagne de communication grand public realisees dans le cadre du grenelle de l'environnement 2008 2010 a paris;environnement
D0825GCATN;evaluation des aides en faveur de la genetique animale ;social
CXDQRZW3FC;etude d'evaluation des dispositifs d'assainissement non collectif des eaux usees en sites isoles  touristiques et peri urbains a cayenne;environnement
QD03FQ40NC;mission d'elaboration et d'animation d'une procedure de plan local d'urbanisme intercommunal tenant lieu de plh et comprenant une mission d'evaluation environnementale;environnement
EUH0EMGX6A;prestation d'evaluation du programme departemental d'insertion 2005 2007 pour le conseil general a macon;emploi-insertion
SM7KJE39CP;projet centre de secours est actualisation de l'evaluation environnementale du plu;environnement
C9NUR1YEQB;realisation de l'evaluation environnementale dans le cadre de la revision generale du pos en plu a lezignan corbieres;environnement
555I5ODKMG;analyse de l'experimentation du referentiel de developpement durable  premier bilan des actions et elaboration du systeme global d'evaluation;environnement
2RU48RUQ2T;evaluation de la delegation de gestion des bourses de mobilite internationale explora sup  a charbonnieres les bains cedex;éducation-recherche
PKYUCA1VCX;prestation intellectuelle  etude sociale sur le quartier des folliets et evaluation du pel  a st maurice de beynost;social
2Y01DCYNBZ;evaluation et elaboration de plans de gestion sur des terrains geres a des fins ecologiques dans le parc naturel regional des boucles de la seine normande a notre dame de bliquetuit;environnement
EERDJ7FQNC;evaluation des projets d'appui conseil aux pme finances par la revitalisation en ile de france : apports et limites  analyses quantitatives et qualitatives ;fiscalité-économie
SIDETIFKBQ;animation  coordination  evaluation et communication de l'operation regionale d'education a l'environnement et au developpement durable a amiens;environnement
SDXLDHQMS7;evaluation du schema departemental d'education musicale;éducation-recherche
1BHUN70EHL;evaluation medico economique du programme experimental d'accompagnement differencie selon le niveau de risque destine aux patients diabetiques en ald de type 1 et 2 pour le cnamts a paris ;environnement
CNVW2MTPAQ;realisation d'etudes necessaires a l'elaboration du p l u  communautaire d'angers loire metropole   lot 4 : evaluation environnementale du plan local d'urbanisme;environnement
6LVT0R5BCX;bilan et evaluation du contrat de riviere du bassin versant de la ceze 2011 15 a saint ambroix;emploi-insertion
5315N524HQ;mission d'expertise methodologique pour l'evaluation des scenarii de developpement des transports peri urbains sur l'axe ferroviaire lunel  montpellier;urbanité-transports
7YW7MNXU46;prestations intellectuelles relatif a l'evaluation ex ante et environnementale du programme operationnel de la region a limoges;environnement
KKXBDPNWUT;developpement d'une methodologie d'evaluation ex post du programme investissements d'avenir de l'ademe + test sur projets vehicules decarbones du fonds demonstrateur de recherche et des ia;fiscalité-économie
HIPJUOKIB0;le marche a pour objet l'evaluation des zones de preemption des espaces naturels sensibles zpens des bords de garonne  ;environnement
CNQGF351PW;prestations d'evaluation de l'insertion des stagiaires inscrits aux prf et pfpa   annees 2012 2013  region nord pas de calais;emploi-insertion
DL66TIF7LY;evaluation de l'opportunite et de la faisabilite d'installer des modes de production de chaleur d'origine renouvelable sur des colleges du departement de seine et marne a melun;éducation-recherche
TD1AFVPVQT;fourniture de rouleaux de la famille spark  adaptation sur porteurs a des fins d'evaluation et prestations annexes a bourges;environnement
E2QJ90BVIF;realisation d'une etude sur l'evaluation des effets de l'education artistique et culturelle selon une analyse methodologique et epistemologique ;culture
ZGS1IFBS2T;evaluation des benefices d'une mobilite internationale sur l'insertion professionnelle et sur l'activite des entreprises regionales;fiscalité-économie
GHRUU82X6V;evaluation environnementale dans le cadre de la revision generale du schema de coherence territoriale du biterrois ;environnement
IJYXRT4IEQ;evaluation de la comprehension de l'etiquetage des produits de construction et de decoration sur leurs emissions en polluants volatils;urbanité-transports
1JDCZL02JG;evaluation de la faisabilite de projets d'implantation ou de developpement d'entreprises dans le departement des ardennes pour le compte du conseil general  a charleville mezieres;fiscalité-économie
VGC65TGKKM;traitement des donnees de validation permettant l'evaluation du trafic des lignes de bus exploitees par les operateurs d'ile de france pour le compte du syndicat des transports ile de france a paris;urbanité-transports
9Y7F2885AY;mission d'evaluation des referentiels d'accompagnement des beneficiaires du rsa socle en ille et vilaine;emploi-insertion
UMC9RXA5FO;75 evaluation de nouvelles versions de l'ajustement horaire des lames d'eau radar par les pluviometres  pour meteo francea paris;environnement
IQB35ASUFY;evaluation de la politique regionale des poles de competitivite a rennes;fiscalité-économie
90H1NBQ6DE;evaluation de la valeur ajoutee apportee par le contrat de plan regional de developpement des formations professionnelles en rhone alpes cprdpf a lyon;emploi-insertion
HOBGR40M8Y;prestation de service pour l'evaluation du surcout lie a la prise en charge de personnes en situation de precarite dans les ehpad du cas vp  a paris;santé
ES3IGMH6K2;evaluation du plan regional d'actions en faveur de la biodiversite 2010 2012 pour le compte du conseil regional des pays de la loire a nantes;environnement
YV1HVD3WH0;evaluation des couts relatifs aux prestations de gestion de clientele effectuees par les fournisseurs pour le compte des grd de gaz naturel et d'electricite aupres des utilisateurs en contrat uni;social
XTUIFKREHX;marches a bons de commande relatifs a l'evaluation et accompagnement des allocataires parisiens du rsa ayant un projet artistique en 6 lots separes a paris;emploi-insertion
T8OEY70SPF;revision du plui soumis a evaluation environnementale a monflanquin;environnement
KSVHTB1TEG;realisation d'une mission d'evaluation du climat social des services de la ville permettant l'elaboration de plans d'actions avec l'encadrement  a saint laurent blangy;social
2SVWJ8O0V4;evaluation approfondie du programme habiter mieux pour le compte de l'agence nationale de l'habitat a paris;logement
L17YXI5R7U;evaluation de la politique menee en 10 ans par la region midi pyrenees en matiere de formations sanitaires et sociales depuis le transfert de competences d'aout 2004 a toulouse;social
ZD1YK2ZFFX;elaboration de la revision generale du plan local d'urbanisme de la commune des avanchers valmorel   soumis a evaluation environnementale a les avanchers valmorel;environnement
EAVRTW421L;assistance a maitrise d'ouvrage relative a l'evaluation de la mesure  amenagement de zones d'activites  pour le compte du conseil regional a sainte clotilde;urbanité-transports
C05YKH19R0;etude evaluative de la politique familiale jeunesse : experimentations adolescents pour le cnaf a paris;social
HKQM8R0O85;inspection de fourreau et evaluation des couts et delais de remise en etat et de reamenagements entre corte et mezzana;environnement
IBNLCZMOVO;evaluation du potentiel de la petite hydroelectricite pour l'electrification des sites isoles  pour le compte de l'office de l'eau de guyane a cayenne;environnement
I6Z0514RBH;elaboration du plan de prevention et de gestion des dechets issus de chantiers du batiment et des travaux publics et de son evaluation environnementale pour le compte du conseil general a alencon;environnement
FXRW7G5U0Q;evaluation des aides a la filiere sucre des departements d'outre mer pour le compte d'odeadom a montreuil sous bois;social
GDB2Q32XEB;evaluation de l'etat des ponts du reseau routier departemental  a marseille;environnement
VA95Y8WYZV;realisation d'etudes d'opinion et d'evaluation des actions de communication a bordeaux;environnement
2AKMJFJISG;evaluation du contrat de progres pour les metiers d'art et du contrat de progres pour l'economie du livre  a limoges;fiscalité-économie
49K0KBNTXX;prestation d'evaluation de modifications relatives aux tramways parisiens en exploitation par un expert ou organisme qualifie agree au sens du decret securite des transports publics guides a paris;urbanité-transports
WKKVRGNNV1;evaluation ex ante du programme de developpement rural feader et evaluation strategique environnementale du programme de developpement rural feader de la region haute normandie 2014 2020;environnement
VUPFD4S78Q;creusement de nouveaux bassins au port ouest  evaluation socio economique  a dunkerque;environnement
7PYF20FE51;elaboration  mise en oeuvre et evaluation du plan de deplacements d'entreprise du groupement chu dijon   cgfl   uscpp a dijon;fiscalité-économie
RDXR2ANGLA;evaluation du programme de renovation urbaine a saintes;logement
N3FZJHTHGB;le marche a pour objet de confier a un prestataire la realisation de l'evaluation environnementale et des declarations environnementales prevues a l'article l122 10 du code de l'environ;environnement
064OWG72O2;realisation de l'evaluation quadriennale 2009 2012 du gip aten accompagnement dans la realisation de son nouveau programme quadriennal 2013 2016  lieu: en france avec des reunions sur montpellier;environnement
20762I3Q2C;evaluation du plan de gestion 2013   2017 et definition du plan de gestion 2021   2025  pour le domaine departemental de nature de la boissine;environnement
RZ73JRSV0G;evaluation du contrat regional de developpement des formations professionnelles cprdf pour le compte du conseil regional de haute normandie a rouen;emploi-insertion
XTVN03DBY9;evaluation des postes de cadres dirigeants et mise en oeuvre d'un dispositif d'accompagnement des futurs cadres dirigeants au profit de la gestion des moyens acheteur juriste a paris;emploi-insertion
FCI77ZXJMM;evaluation de la mise en oeuvre du budget participatif des lycees bpl a paris;éducation-recherche
E41I0GAGQJ;evaluation des besoins en equipements de l'oin bordeaux euratlantique a bordeaux;santé
LA73VD48XB;etude d'opportunite et evaluation prealable a la conclusion d'un bail emphyteotique administratif par le sdis 13 a marseille;logement
F9JEATBD42;enquete d'evaluation qualitative de ses activites pour mesurer la perception de l'institution  l'efficacite de ses actions et la satisfaction de ses usagers pour le ministere de la justice a paris;justice-défense
8CWFS5MKFM;realisation d'une evaluation environnementale  conforme au code de l'urbanisme  dans le cadre du plu en remplacement du pos a cognac;environnement
ZUJGRFAVM9;evaluation de l'impact du programme operationnel fonds europeen de developpement regional et du contrat de projets etat   region sur l'emploi en region languedoc roussillon a montpellier;emploi-insertion
YZG8ON6DQH;territoire du grand lyon   evaluation du plan d'education au developpement durable au profit de la communaute urbaine a lyon;social
P89UZLIA6T;action d'evaluation en direction des entrants dans le dispositif rsa pour le conseil general loir et cher a blois;emploi-insertion
6DN6W6XG6F;mission d'evaluation et revision du plan de deplacements urbains du tco au port rectificatif;urbanité-transports
WKFLXTVSEC;evaluation des operations programmees pour le compte de l'agence nationale de l'habitat a paris;logement
ZI1DCCFFX5;evaluation environnementale de la revision du schema regional d'amenagement et de developpement durable du territoire midi pyrenees au profit du conseil regional a toulouse;environnement
DXBN72A80G;elaboration du plui sur le perimetre d'ex seuil charente perigord avec evaluation environnementale;environnement
PYWB6KTJLS;mission d'evaluation et d'assistance a maitrise d'ouvrage en vue du renouvellement de la convention de gestion et d'exploitation du service public de transports urbains pour le smtu a pau;urbanité-transports
K5B2SN0O4S;evaluation a mi parcours des effets du dispositif regional  projet emploi formation pfe ;emploi-insertion
L8FVSPUZ8M;evaluation environnementale et elaboration du dispositif du suivi et d'evaluation du schema regional de coherence ecologique pour le compte de la dreal a clermont ferrand;environnement
0QJLCGAQ5Y;realisation d'une etude relative a l'evaluation d'impact social et satisfaction des volontaires;social
T9KCK8QZXL;realisation d'une etude d'evaluation et la prise de mesures conservatoires sur la collection de peintures et de cadres du musee departemental de l'oise a beauvais;environnement
Z40EPORPPS;realisation de controles aupres des exploitations agricoles ayant souscrit un paiement pour service environnemental pse et evaluation du dispositif pse ;environnement
72N2Z6OARN;appui de mpi pour la conduite d'une action visant a ameliorer la capacite a innover d'un panel d'entreprises et developper un service d'evaluation strategique ;fiscalité-économie
8K9CQ3DDYV;assistance pour le suivi  l'evaluation et l'animation de la charte vers un developpement durable de la communaute du pays d'aix;social
H4ZJWJY1I9;realisation d'une evaluation portant sur le fonctionnement et l'organisation de deux batiments du nouvel hopital batiment a et batiment b  a orleans;santé
KK5XNMC84N;elaboration du plan local d'urbanisme de la commune d'eppe sauvage incluant l'evaluation environnementale ;environnement
8S1ERTSGZH;assistance au recrutement externe et evaluation de candidatures internes ;emploi-insertion
JNI8DKN2QX;evaluation de dix reseaux de sante pour le compte de l'agence regionale de sante poitou charentes;santé
464929FRR3;la presente consultation a pour objet de realiser l?evaluation du contrat de plan regional de developpement des formations et de l?orientation professionnelles cprdfop en bretagne ;emploi-insertion
PX9AH2WOA6;evaluation du plan local pour l'insertion et l'emploi p l i e de la cacem a fort de france;emploi-insertion
5V27NEEK96;assistance a maitrise d'ouvrage pour la mise en oeuvre d'une evaluation du contrat urbain de cohesion sociale au profit de la ville a lyon;social
E041HKXGUG;evaluation du projet regional de sante prs de l'agence regionale de sante de provence alpes cote d'azur ;santé
MD4IMB76OR;prestation d'evaluation de l'organisation et des ressources humaines necessaires a la direction de l'agriculture pour l'exercice de la fonction d'autorite de gestion du feader;environnement
T5MTKKEJQD;assistance a l'evaluation du personnel de 13 habitat a marseille;logement
L6FQ31L2BE;prestation d'assistance a la maitrise d'ouvrage dans le cadre de l'elaboration du plu de la ville de toulon  et realisation de l'evaluation environnementale a toulon;environnement
W2UX7HU05Q;evaluation des etudes d'urbanisme pre operationnel;urbanité-transports
X901LWLYI9;etude sur l'evaluation de la politique departementale relative a la preservation de la biodiversite a evreux;environnement
LU8GIU4WWY;mission d'assistance a maitrise d'ouvrage dans l'elaboration de l'evaluation environnementale du plan local d'urbanisme metropolitain de nantes metropole;environnement
S8AY7Y9QAV;mise en place d'un systeme de veille reglementaire mutualisee hygiene securite environnement hse et l'evaluation du niveau de conformite reglementaire hse a la rochelle;environnement
6YJWI3ITF2;mission d'assistance a l'evaluation des apprentissages sportifs et des parcours culturels;culture
W6OOQVIO2K;assistance a maitrise d'ouvrage pour l'animation  le suivi et l'evaluation des relogements dans le cadre des operations de renouvellement urbains engagees a lyon;logement
3PH02F0EDT;mise en place du dispositif d'evaluation du projet regional de sante de l'agence regionale  a paris;santé
GFG6LRPWOX;evaluation du plan departemental d'actions pour le logement des personnes defavorisees pdalpd de la loire et elaboration du nouveau plan pour le compte du departement de la loire;environnement
QZVIVEGXWJ;accompagnement a l'elaboration du projet de territoire de la communaute d'agglomeration de l'artois  son mode d'evaluation et son deploiement strategique a bethune;social
JR1JTX3S5I;evaluation ex ante  evaluation strategique environnementale au profit de la prefecture du nord  a lille;environnement
PJKFRYP2R6;prestation de services de diagnostics et d'evaluation d'entreprises a ceder pour le compte de crci a lille;fiscalité-économie
GHNQ30WHSO;mission d'evaluation ex ante a la mise en place d'instruments financiers finances par les programmes regionaux feder  fse et feader au profit de la region a marseille;fiscalité-économie
NHLBHLGJKA;prestation d'evaluation ex ante et evaluation strategique environnementale du programme operationnel feder  fse  feader et feamp 2014   2020 a amiens;environnement
Q7JYIFU3HG;mise en place d'un systeme de veille reglementaire mutualisee hygiene securite environnement et l'evaluation du niveau de conformite reglementaire hse a la rochelle;environnement
WFPVC6VWDA;mission d'evaluation et d'accompagnement a la mise en oeuvre du nouveau document de programmation de la politique de l'habitat de la communaute d'agglomeration a toulon;social
