"id_unique";"objet"
"VQJN2OK6CJ";"evaluation des couts relatifs aux prestations de gestion de clientele effectuees par les fournisseurs pour le compte des grd de gaz naturel et d'electricite"
"RKIKBFL7U5";"evaluation environnementale de plu"
"OE9V7HSX6Y";"evaluation de l'offre d'accueil petite enfance en vue de son optimisation a montigny le bretonneux"
"4MV9UY2S6U";"missions 1 : relative a l'animation du plan climat du pays d'aix et une  2 : evaluation du plan climat  3 : gestion du dispositif du plan climat"
"4Y8P67MMTN";"prestations de simulation et maintenance des modeles de transports de marchandises et voyageurs du service de l'economie  de l'evaluation et de l'integration du developpement durable a la defense"
"WG3EOPYEF8";"dresser une proposition chiffree et argumentee relative a l'evaluation environnementale du plan de deplacements urbains de l'agglomeration thionville a seremange erzange"
"WA8G1UBYLF";"plan d'evaluation du programme interreg v  a espagne france andorre poctefa 2014 2020 phase 1"
"BMVOEEXOZF";"evaluation de l'action de la france pour l'education de base dans les pays du g5s 2005 2015 pour le compte du ministere des affaires etrangeres"
"2163CUV3DN";"prestation d'evaluation independante de l'execution  de l'effet et de la complementarite des actions mises en oeuvre pour le compte de miomcti a paris"
"0IM4BI84P5";"evaluation des effets d'une fusion de la region haute  normandie et de la region basse  normandie"
"74NCVFI0HR";"evaluation environnementale et etude d'incidence natura 2000 du p l u  de la commune de berre l'etang a berre l'etang"
"D76PKCHOHE";"realisation d'une evaluation du programme d'education a la sante pour les 15 25 ans du conseil regional languedoc roussillon a montpellier"
"AVCKTKPJQO";"assistance a maitrise d'ouvrage pour le compte du fnp de la cnracl evaluation du projet recherche action ehpad"
"25SO59PJKY";"evaluation de l'operation collective casciopee a lille"
"NXPA9LGBXM";"evaluation finale fsp 2006 89 nigeria"
"GI6R24YMNO";"evaluation de l'etat de conservation des populations de lepidopteres diurnes d'interet communautaire"
"CY4ADT9W3Z";"dossier loi sur l'eau et evaluation d'incidence natura 2000 pour la creation du reseau d'irrigation de l'asl de champdieu et arret du gravitaire"
"PDZMALT6DK";"marche d'etude d'evaluation financiere en vue de la construction d'un centre funeraire intercommunal "
"SI8LDA8YHB";"recensement et evaluation des locaux sociaux de la direction de l'action sociale  de l'enfance et de la sante d a s e s situes a paris  en ile de france et en province "
"URSR5YH5HS";"evaluation du journal interne de la region des pays de la loire et perception de differents supports de communication a nantes cedex 9"
"G8EK261YXK";"mission d'assistance a maitrise d'ouvrage pour l'evaluation du programme du construction du pole de loisirs et de services du center parcs de lot et garonne"
"8DV8AQC21E";"mission d'evaluation de la cooperation decentralisee bourgogne   cap occidental afrique du sud sur la periode 2010 2012 a dijon cedex"
"KRXYYC3RW0";"marche d'etude relatif a l'evaluation environnementale du pdu de metz metropole"
"Y3K8P9I09K";"realisation de l'evaluation environnementale d'un plan local d'urbanisme communautaire a marquise"
"YMJZPGGWJN";"evaluation de la contribution regionale aux opca dans le cadre du pacte de continuite professionnelle  nord pas de calais"
"WYA46P0PJ5";"evaluation du dispositif de subvention globale du fonds social europeen f s e du conseil general du calvados a caen"
"CXXX44D39G";"evaluation de la politique regionale :  apres mines  dans le cadre du programme operationnel et du cper a metz cedex 1"
"U62U45CFHZ";"mission d'evaluation des journees d'accueil et d'orientation des beneficiaires du r s a   meurthe et moselle"
"DK7XD3M9TD";"schema de coherence territoriale du grand rovaltainmission d'evaluation environnementale"
"26TATEYWMU";"revision du plan de deplacements urbains de l'agglomeration de bayonne et son evaluation environnementale  pour le syndicat des transports de l'acba a bayonne"
"E8PF6UZ6SS";"conception  animation  et evaluation de formations a la gestion publique destinees a des agents de l'etat pour les besoins du minefi a vincennes"
"F3M6QROYTD";"elaboration du rapport d'evaluation environnementale du schema regional de coherence ecologique srce de la region centre a orleans cedex 2"
"BG995K29LO";"etude sur la connaissance des clienteles touristiques et l'evaluation des retombees socio economiques du tourisme dans le departement du lot et ses territoires"
"RI858CVYTJ";"mission d'evaluation actuarielle des passifs sociaux pour les besoins de la caisse des depots et consignations "
"5IX1ZPNLAY";"evaluation et redefinition de l'organisation des maisons de l'emploi"
"AO8QB5YTGN";"expertise en evaluation sensorielle des alcools et prestation en test hedonique sur des eaux de vie"
"NWBQYEA3DQ";"revision du pos en plu avec evaluation environnementale"
"UJP7O1WSZW";"evaluation de la solvabilite financiere de la ville de boulogne billancourt"
"3SKXVBW96M";"services lies a l'evaluation ex ante et a l'evaluation environnementale strategique du programme interreg 2 mers seas zeeen 2014 2020 a lille"
"QBHLDQHO3M";"elaboration du pcaet et realisation de son evaluation environnementale strategique"
"IP6LR8TUYF";"evaluation endoformative du plan d'actions 2011 2014 du volet economie sociale et solidaire du plan metropolitain de developpement economique pour communaute urbaine a lille"
"1PUAJ66BQ2";"prestation d'evaluation ex post du programme regional d'actions innovatrices services innovants pour createurs d'entreprises sice"
"LGCGXG2SZC";"captage de sainte germaine lucon: evaluation economique des couts de mise en place des perimetres de protection autour du captage a lucon "
"8HXDP771QD";"meta evaluation de projets du fonds de solidarite prioritaire dans le domaine de la decentralisation et la gouvernance locale"
"C523GF639P";"gestion et animation du dispositif de formation linguistique de l'acse et realisation de bilans de prescription et d'evaluation linguistique a paris"
"566UK0HXZL";"redaction et relecture juridique du plan d'amenagement et de gestion durable  du reglement et du rapport d'evaluation environnementale du sage cher amont a orleans cedex 2"
"AU8S88O8FY";"evaluation finale du fsp 04 57 criquet pelerin"
"CKF2ATZTYJ";"evaluation de la coherence globale du 10eme programme d'intervention : cette evaluation est inscrite au plan pluriannuel d'evaluation 2017 2019 "
"OYBISBKHYW";"dal dah 2013 02 realisation d'une mission d'appui pour la redaction d'un rapport d'evaluation pour une construction dans le cadre d'un partenariat public prive"
"47AZY06XVX";"mission d'evaluation de la performance energetique des constructions sur le territoire de vannes agglo  mission de faisabilite et suivi animation pour un programme d'interet general energetique"
"11FUTUZ84A";"expertise evaluative du dispositif de volontariat de solidarite internationale bilan et perspectives de 1995 a 2007  a paris"
"TVM68NMKGD";"evaluation des logements bleus  a nantes"
"7KHL3M16K5";"evaluation environnementale du sage loire amont  bassin versant du sage loire amont qui concerne une partie des departements de l'ardeche  de la haute loire  de la loire et du puy de dome   bas"
"GMONCGL3EK";"mission d'evaluation de l'agenda 21 ile de france  a paris"
"Q5WVJ7I8SC";"conception  animation et evaluation d'une formation destinee aux responsables des associations charges de la gestion des restaurants du ministere a vincennes"
"WAACPKE0ME";"evaluation du pacte pour l'emploi des alpes de haute provence 2012 2014 a digne les bains cedex 9"
"OB2MKDZ1Q4";"evaluation environnementale du plan local d'urbanisme de la ville de carcassonne et du plan de sauvegarde et de mise en valeur de la bastide saint louis"
"KYGN58B5KJ";"appui a l'amelioration du dispositif d'evaluation du gip cerdd"
"7566XRYJOS";"evaluation de la charge de travail dans les services de soins  administratifs techniques et logistiques"
"8AY1NJFIIM";"evaluation finale du fsp07 12valofrase"
"PGBZM2NM03";"assistance a maitrise d'ouvrage pour la realisation et l'evaluation d'un parc hydrolien fluvial a bourg"
"IPMFH4Z293";"evaluation des peuplements benthiques sur la zone d'immersion de machu  la zone natura 2000 baie de seine orientale et des zones de dragage et d'immersion en estuaire aval de seine"
"3QT7XX1X5D";"evaluation du service public regional de l'orientation tout au long de la vie en picardie dans le cadre du contrat de plan regional de developpement des formations professionnelles cprdfp  les"
"I7Q99EYDQP";"realisation d'une evaluation de deux projets conduits au titre du programme national de developpement agricole et rural pour le ministere agriculture et peche a paris"
"HGFS9W33PE";"fourniture de tests a l'evaluation initiale pour le mindef a saint germain en laye"
"N6NNSI38H1";"etude d'evaluation socio economique concernant le projet de creation d'un bassin de virement a proximite de la plate forme multimodale d'arques 62"
"L862B97OMF";"evaluation environnementale du projet de sdage de guyane a cayenne"
"0BAXUZJT89";"finalisation de l'evaluation du schema departemental enfance familles 2012 2017 et elaboration du nouveau schema enfance famille 2017 20121"
"CI8E37UUAF";"realisation d'une evaluation des avantages economiques et ecologiques attendus de l'atteinte du bon etat des eaux sur le bassin artois picardie  a douai cedex"
"UUTOIWZPHT";"evaluation finale du fsp 2008 27 enfants soldats"
"OTUL4XAZRO";"assistance a maitrise d'ouvrage   mise en place d'un systeme d'evaluation et appui a la definition d'un systeme d'indicateurs"
"DB7UFRX6P6";"evaluation du plan de developpement des proteagineux a montreuil sous bois cedex"
"5GHIDI09X3";"le marche a  en premier lieu  pour objet l'elaboration de l'evaluation environnementale strategique ees de la strategie nationale de mobilisation de la biomasse snmb "
"ZNPN4YO10I";"evaluation finale du fsp 2007 19 appui aux universites par extension de la carte universitaire  constitution d'ecoles doctorales et ouverture a l'entreprenariat au senegal   france etrange"
"B7YPQG49S3";"evaluation du dispositif des plateformes territoriales de la renovation energetique soutenues par l'ademe "
"LDR0SS6HWU";"projet centre de secours est actualisation de l'evaluation environnementale du plu"
"ZQ18OZ6D6G";"fourniture d'une prestation de service pour le compte de la daaf de la guyane  d'une evaluation in itinere de la mise en oeuvre des mesures ae du programme de developpement rural de la guyan"
"WAKOLQFMKX";"evaluation du scot des agglomerations de lens lievin et henin carvin a henin beaumont cedex"
"4O93G67A72";"assitance a maitrise d'ouvrage pour l'evaluation des actions  plan loire grandeur nature 2004 2008   programme bords de loire en roannais a roanne"
"IARB5Y46GR";"marche de service realtif a l'evaluation et aux perspectives de trois demarches energie climat volontaires en champagne ardenne "
"NDSHH93LJ2";"mission de conception d'une methodologie et d'outils pour l'evaluation d'espaces publics renoves a amiens"
"V5HA5KXXT6";"evaluation du dispositif csba deux ans apres sa mise en oeuvre effective  soit le 1er juillet 2008  a paris"
"D3JDYHGSHI";"mission d'assistance pour l'evaluation du dispositif d'animation territoriale de la communaute urbaine de lyon"
"DB4W2I05SY";"assistance a maitrise d'ouvrage pour l'accompagnement de l'evaluation de l'agenda 21 martinique et d'identification des axes de progres  amo evaluation et prospectives "
"ZDBUDR0X8Z";"evaluation du programme colleges doctoraux franco pays partenaires a paris"
"DMCI7BMKUU";"dispositif de reperage et d'evaluation de logements indignes locatifs sur le secteur sud ouest du tarn a albi"
"O08VVNUIOG";"evaluation nationale des projets educatifs territoriaux"
"B4Y2U6EX6I";"evaluation des experimentations du parcours personnalise des patients pendant et apres le cancer a boulogne billancourt"
"1OI67NXOGK";"realisation d'une evaluation retrospective d'une grappe de projets finances sur le fasep  iv en france et a l'etranger"
"QC3NU53TSZ";"realisation d'une evaluation de la cooperation francaise sur gouvernance  democratie et medias des pays d'afrique subsaharienne a paris"
"ENLBPNUURI";"realisation d'etudes d'opinion et d'evaluation des actions de communication a bordeaux"
"7U1Z6U01WP";"evaluation de la demarche zero pesticide  sur les territoires de la communaute urbaine a strasbourg"
"K0DQPPV4Z2";"realisation d'une evaluation du dispositif tempo "
"BEKOZ9MG27";"conception  animation et evaluation de sequences pedagogiques du cycle de formation des responsables bop et uo organisees par l'igpde dans le cadre de son ecole de la lolf"
"UYSJPP18XO";"operation urbaine fisac sur un quartier : mission d'evaluation a juan les pins"
"KA350I7DOU";"elaboration d'une methode et des outils necessaires a l'evaluation economique des actions de prevention bucco dentaire menees par la cnamts a paris"
"MFG4UM06WT";"evaluation du programme national de recherche environnement sante travail pnrest pour l'anses a maisons alfort"
"6P4GK7AJ35";"evaluation environnementale du programme d'actions national relatif a l'application de la directive nitrates pour le ministere de l'ecologie a la defense"
"XS3TUFH3FH";"assistance a maitrise d'ouvrage pour une evaluation quinquennale du plan de deplacements urbains de marseille provence metropole   eevaluation quinquennale et revision"
"K03JSANVC0";"elaboration du plan local d'urbanisme intercommunal tenant lieu de programme local de l'habitat et comprenant une evaluation environnementale"
"ZJ9UPTI64E";"le marche a pour objet des prestations de service d'evaluation des fonds de roulement des etablissements publics du reseau des cci de normandie hors concessions   delegations de service public "
"AFJNYT3S5U";"prestations de veille et d'analyse des retombees mediatiques des travaux de la direction de la recherche  des etudes  de l'evaluation et des statistiques drees"
"7S2U7SMZQ1";"evaluation du dispositif de relogement vallon des dervallieres   bout des landes bruyeres convention anru"
"RGRS90LVRV";"marche portant sur l'evaluation ex ante du programme national d'assistance technique dans le cadre de la programmation 2014 2020 du feader"
"TXM6LBU32A";"proposition methodologique pour la prise en compte de l'amenagement du territoire dans l'evaluation des projets d'infrastructures de transport a paris"
"L15JXTZ92U";"services en vue de passer un marche d'evaluation du dispositif  chequier jeunes en nord pour le compte du conseil general a lille"
"DOHL388D5Y";"mission d'evaluation a mi parcours du cper 2007 2013 midi pyrenees pour le conseil regional midi pyrenees a toulouse"
"R259C6N9JP";"prestations de formation analyse de la pratique des directrices directeurs evaluateurs de la cnaf chargees de l'evaluation de la maitrise de la fonction des directrices directeurs des caf"
"B8SQ16PBL5";"la present marche porte sur une evaluation de deux projets conduits au titre du programme de  recherche finalisee et d'innovation "
"ZYLQ0WQE0M";"evaluation de 2 projets de formation a distance fad : le master international management des medias a distance esj cfi et le mooc massive online open course du projet afrique innovation"
"7WEVC1DK0H";"evaluation du regime de l'auto entrepreneur a paris"
"VLNQXL83Z4";"evaluation du dispositif d'aides aux particuliers pour l'installation de systemes de production d'energies renouvelables pour le conseil regional d'auvergne a chamalieres"
"J7HKADQQAS";"realisation de l'evaluation generale du contrat de baie de fort de france 2010   2017"
"19F9XA6UMP";"definition  mise en oeuvre  suivi et evaluation des mesures compensatoires en faveur des zones humides et d'especes protegees pour le compte de la communaute de l'auxerrois a appoigny"
"GDES3D1641";"evaluation quantitative et qualitative du dispositif emplois associatifs en midi pyrenees pour le compte du conseil regional  a toulouse"
"7KFJMSKO6T";"evaluation environnementale du plan departemental de prevention et de gestion des dechets non dangereux de la loire"
"T6RKBOFXGK";"mission d'evaluation des 5 societes d'acceleration du transfert technologique satt de la vague c pour l'agence nationale de la recherche a paris"
"GXMKDT6ATX";"evaluation du plan pour la reussite a l'ecole et une meilleure insertion scolaire premis  a nanterre"
"6RPRPATEAQ";"bilan evaluation du schema d'organisation de la semaine scolaire de la ville de brest et des  temps d'activites periscolaires "
"WM1CU6JC3N";"evaluation a mi parcours des po et du cper departement de la guadeloupe"
"EL33RHXJUM";"prestation d'evaluation de l'organisation et des ressources humaines necessaires a la direction de l'agriculture pour l'exercice de la fonction d'autorite de gestion du feader"
"BL274TG51L";"evaluation du programme  cadres avenir  a paris"
"IYYVKVZY3F";"evaluation et conseil en conservation preventive pour un ensemble de photographies sur plaques de verre et supports souples appartenant aux collections du palais des ducs de lorraine   musee lorrain"
"ZKZ1O4NVWP";"94 evaluation de nouvelles versions de l'ajustement horaire des lames d'eau radar par les pluviometres pour meteo francea saint mande"
"AVDDFXVCHV";"elaboration d'un plui avec evaluation environnementale et prise en compte de la loi alur et revision carte communal a saint claud"
"XH9ZIR4BVW";"mission d'evaluation des aides aux tiers associatifs"
"0AWQGIZMXK";"bilan   evaluation du contrat territorial 2007 2011   contrat territorial 2007 2011 pour la conservation de la qualite de l'eau sur le bassin versant de la touche poupard"
"FTL7NJOIS1";"evaluation  sur l'ensemble du territoire metropolitain de la france  de l'ensemble des cooperations impliquant la pjj et les consultations jeunes consommateurs cjc"
"VJR39R9M9L";"prestation de traitement des questionnaires d'evaluation de satisfaction des actions de formation  autres types d'evaluations et analyses qualitatives pour l'i n p i  a courbevoie"
"12FHYJXIHJ";"evaluation de ses programmes d'appui aux medias en periode electorale en afrique francophone subsaharienne pour le compte du ministere des affaires etrangeres et europeennes a paris"
"EWIYFX7258";"realisation d'enquetes mysteres dont le but est l'evaluation du reseau du recouvrement en matiere de relation telephonique et de reponses aux courriers electroniques  a montreuil"
"R8D0DHMM2G";"prestation d'evaluation du contrat territorial   outil d'intervention de l'agence de l'eau loire bretagne a orleans"
"K3CWQZY7LP";"evaluation de la reorganisation de 2009 du cnam a paris"
"9FTGBOSGPW";"appui a l'elaboration de la strategie du sage gravona  prunelli  golfes d'ajaccio et de lava et realisation de son evaluation environnementale a ajaccio"
"PTT0EHEVJN";"evaluation annuelle des programmes de compostage des collectivites participant au dispositif d'accompagnement du syctom pour la promotion du compostage domestique a paris"
"9FK1SV52HK";"mission d'evaluation relative a la mise en oeuvre des projets oru sur la commune d'angouleme et la commune de soyaux"
"18QQSAJON2";"marche relatif a la realisation de l'analyse du referentiel reglementaire et normatif relatif a l'evaluation de la conformite de certains equipements sous pression nucleaire"
"35M6A7D82W";"mission d'elaboration du diagnostic territorial  realisation de l'evaluation environnementale pour la communaute urbaine le creusot montceau"
"ZB6O0C6N3S";"mise en place d'un dispositif d'observation et d'evaluation du deuxieme programme local de l'habitat a ajaccio"
"QIQ580RG7U";"evaluation a mi parcours du programme operationnel feder et du contrat de projets etat region paca 2007 2013 a marseille"
"BR9404YHRW";"fourniture d'une prestation de diagnostics territoriaux  d'accompagnement a l'organisation  a la mise en oeuvre et a l'evaluation d'activites de telemedecine en languedoc rous"
"CAK3WHYNK6";"46 animation  suivi et evaluation du plan d'action territorial du captage a lenclio"
"JFTVUX0DTA";"prestation d'evaluation de la mise en oeuvre des actions educatives dans le cadre de la demarche reussite educative du conseil regional de picardie a amiens"
"11V6BU471N";"mission d'evaluation des dispositifs d'aides aux tiers publics du departement de la vienne a poitiers"
"GCDBCTXY99";"etude d'evaluation de la tarification 2010 a vers pont du gard"
"N1WJKOBTCK";"prestation de service pour l'evaluation du surcout lie a la prise en charge de personnes en situation de precarite dans les ehpad du cas vp  a paris"
"TSRQ1T65FD";"prestation d'ergotherapie dans le cadre de l'evaluation des besoins de compensation des personnes en situation de handicap a creteil cedex "
"O0TNJFZDCB";"etat initial de l'environnement  volets agriculture foret et energie ges evaluation environnementale du scot des rives du rhone en revision"
"4NRVWH9ZKA";"l'evaluation du fonds regional d'aide aux microprojets de developpement   framp a limoges"
"C6T7O9T1RB";"evaluation de deux projets de commerce equitable : filiere sucre a madagascar et filiere mangue au burkina faso a lyon cedex 02"
"3PU37OJOJC";"realisation d'une evaluation ex ante pour la programmation 2014 2020 du programme operationnel plurifonds feder et fse  et d'une evaluation strategique environnementale pour la prefecture de paris"
"T2P89L11O5";"realisation d'une etude d'evaluation des pratiques des organismes de logement social en matiere d'impayes de loyer des menages locataires "
"GMJXSPTZTF";"support a la recherche clinique pour une etude portant sur l'evaluation de l'interet therapeutique de l'oxygenotherapie hyperbare dans les gelures graves  sallanches"
"3B4BJVIDIS";"mission d'assistance a maitrise d'ouvrage pour la conduite de l'evaluation environnementale des projets  plans et programmes poursuivis par la ville a drancy"
"XTXMWQI36I";"evaluation des programmes europeens 2014 2020 en region des pays de la loire evaluations ex ante et evaluation strategique environnementale pour le conseil regional a nantes"
"DDD9A22HAE";"evaluation ex post des projets soutenus par le pia opere par l'ademe et arrives au terme de leur periode d'investissement au 31 12 2016"
"913D6DAYM5";"marche d'assistance technique regionale pour le pilotage  l'animation et l'evaluation dans le cadre du nouvel accompagnement a la creation ou reprise d'entreprise nacre region pa"
"MLKZFTO76P";"accompagnement de la cnaf pour participer a la mise en place un systeme d'evaluation des organisations types de l'accueil sur rendez vous dans les caf"
"LG4ERQ37CX";"analyse comparative et evaluation du cout moyen pondere du capital cmpc des gestionnaires de reseaux d'electricite et de gaz naturel en france pour la cre a paris"
"4MBQO57YWN";"evaluation a mi parcours du programme rur@ct"
"G45ZW76DQV";"evaluation ex ante du programme national d'assistance technique interfonds 2014 2020 a paris"
"05WBXRWD6K";"etude d'evaluation faune flore prealable a la realisation de la deviation de la rd 504 sur la commune de montagny"
"AKYPZVDT3V";"evaluation du programme vieillir en bonne sante au profit de l' inpes a saint denis"
"2GISSTEL55";"evaluation des incidences du projet de scot sur les sites natura 2000 du territoire du syndicat mixte du bassin de thau   le syndicat mixte du bassin de thau elabore le scot du bassin de thau 14 comm"
"CD6P9H2IIB";"realisation de l'evaluation ex ante du programme interregional urbact iii periode de programmation 2014 2020 dans le cadre defini par la reglementation communautaire pour acse a paris"
"R7WR9CJQ8L";"evaluation du programme de transformation ecologique et sociale regionale a lille"
"MJR56QUQFW";"evaluation du cout du capital des filieres de production d'energie a partir de sources renouvelables en france "
"53SPGMJCJZ";"evaluation ex ante des instruments financiers feder  fse et feader 2014 2020 en basse normandie a caen"
"YW1VHBEURX";"prestation concernant l'evaluation et la labellisation de la responsabilite societale de pas de calais habitat  a arras"
"MP9M7EPQWQ";"mission d'evaluation actuarielle des passifs sociaux de la caisse des depots a paris rectificatif"
"H0QTLD2HAK";"realisation d'une evaluation de la mise en oeuvre du projet national de developpement du cnfpt a paris"
"JDG0CG6IYK";"assistance a maitrise d'ouvrage pour l'evaluation de neuf contrats territoriaux en bretagne   grand projet 5 a orleans"
"O91Y59SFVJ";"etudes relatives a l'evaluation des contrats territoriaux 2010 2013 de bassins versants et a la realisation d'une synthese departementale "
"YX1KZI4Q4U";"evaluation des dispositifs de modernisation des gares et haltes ter mis en place par la region aquitaine sur l'ensemble du territoire regional"
"7KTZAYOGCU";"realisation de l'evaluation in itinere du programme de cooperation transfrontaliere espagne  france   andorre poctefa 2007 2013 "
"G1I0WXWPP4";"mission d'evaluation et d'assistance a maitrise d'ouvrage en vue du renouvellement de la convention de gestion et d'exploitation du service public de transports urbains pour le smtu a pau"
"D91746AAUW";"mise en place et suivi du dispositif d'evaluation des mineurs isoles etrangers  demie  sur le departement du val d'oise"
"UTCA7TV6EZ";"evaluation environnementale du sage nappes profondes de gironde"
"VWH6YQQFU3";"institut mediterraneen de la ville et des territoires : programmation evaluation montage d'operation a paris"
"742UFPJPNV";"etat initial de l'environnement  volets agriculture foret et energie ges evaluation environnementale du scot des rives du rhone en revision"
"ASBX0BR5AG";"prestation d'evaluation de la mise en oeuvre des projets de cfa 2008 2012 dans le cadre de l'accompagnement regional  region centre"
"4JM3FQJZ9G";"realisation de l'evaluation environnementale du pgri  du sdage et de son programme de mesure pm du bassin artois picardie"
"1869RJRVH8";"mise en oeuvre de la mesure d'evaluation en situation de travail est pour un public beneficiaire du rsa  a la roche sur yon"
"VHG1K207FU";"realisation d'une mission d'evaluation ex ante a la mise en place d'instruments financiers finances par les programmes operationnels 2014 2020 a fort de france cedex"
"VHAWM0K02S";"realisation d'une etude bilan  evaluation et perspectives du fonds regional d'amenagement foncier et urbain frafu de la martinique a fort de france"
"F4U289O1HQ";"elaboration de l'evaluation environnementale du plan de prevention et de gestion des dechets non dangereux et du plan de prevention et de gestion des dechets a chalons en champagne"
"P9XFKM72E5";"mission d'evaluation de 4 plans de sauvegrade coproprietes secteur la noue a bagnolet"
"7QD64N2IKG";"evaluation de la comprehension de l'etiquetage des produits de construction et de decoration sur leurs emissions en polluants volatils"
"BKVFC6BYUA";"evaluation strategique des 'bourses du gouvernement francais' a paris"
"IKVVDRQZK8";"mission d'etude et de conseil pour l'elaboration du plan local d'urbanisme avec evaluation environnementale et mise a jour de la zppaup au profit de la ville au touquet paris plage"
"B0G3GXH6OB";"prestations d'evaluation sociale des familles faisant l'objet d'une procedure d'expulsion a epinay sur seine annulation"
"X2OMIY7BTJ";"mission d'evaluation des actions municipales en direction des enfants et des adolescents pour les besoins de la commune de ris orangis 91130 a ris orangis"
"MB9DBYWVII";"evaluation environnementale dans le cadre de la revision du scot loire angers"
"RPBGAD08VM";"conseil et assistance dans le cadre de l'evaluation de la mise en oeuvre de l'organisation territoirale des services sociaux et medico sociaux de la direction generale adjointe de la solidar"
"JBQWA3C49T";"etude des continuites ecologiques sur le site de pj 1 2 et 3 incluant l'etude de la faune protegee sur la zac de pj2 et l'evaluation des incidences de la creation de la zac pj3 sur le site natura 2000"
"Z7OKDGA72V";"marche de prestations pour l'evaluation de 3 poles de developpement de l'economie sociale et solidaire en bretagne "
"2R0AXQPZDZ";"capitalisation 2016 des resultats des campagnes de suivi  evaluation des batiments laureats des appels a projet prebat  pour le compte de l'ademe  a angers"
"167HIZ6NTR";"evaluation du service d'aide a domicile compose d'un service prestataire et d'un servie mandataire "
"USU3ZO1CZJ";"realisation de l'evaluation environnementale du plan departemental de prevention et de gestion des dechets issus de chantiers du btp pdpgdbtp du var"
"ICLJSJLS6B";"evaluation de la politique regionale  evaluation strategique environnementale du contrat de plan etat region 2015 2020 "
"CLA8LSBCCL";"evaluation des moyens d'aeration et campagne de mesure des polluants des etablissements recevant du public a dax"
"L1T3HPR7XK";"appui a l'evaluation et a l'optimisation du codage de l'information medicale des sejours en mco et des actes et consultations externes du chu  a toulouse"
"NXBXETT4JU";"realisation d'etudes necessaires a l'elaboration du p l u : evaluation environnementale du plan local d'urbanisme de pont saint esprit  a pont saint esprit"
"SWLIT7S8B0";"le present marche a pour objet la realisation d'une enquete a caractere evaluatif  portant sur la coherence des differents programmes a la reussite educative dans les quartiers defavorises "
"7MJH33QN81";"evaluation finale du programme leader gal espace sud 2007 2013 et preconisations pour l'elaboration de la strategie leader gal espace sud 2014 2020 a sainte luce"
"JN2EZQF09N";"evaluation de l'experimentation de soutien aux activites de depistage communautaire du vih par test rapide d'orientation diagnostique trod a paris"
"GGIGKTNB4S";"evaluation du potentiel de developpement des energies renouvelables sur la future zac intercommunale a st pierre d'albigny 73250"
"HVKE44818R";"a13 39 appui a l'elaboration de strategie du sage gravona  prunelli  golfes d'ajaccio et de lava et realisation de son evaluation environnementale a ajaccio"
"T6115H5BIY";"evaluation des actions soutenues par le grand lyon et la region rhone alpes dans le cadre du plan de developpement 2008 2010 du pole de recherche et d'enseignement superieur pres universite de lyon"
"SMSZXZNFVT";"amo pour la conception du mecanisme de suivi et d'evaluation de la strategie regionale d'innovation vers la specialisation intelligente sri si a dijon"
"HFMU7W15BJ";"evaluation a mi parcours relative aux modalites de mise en oeuvre du programme operationnel competitivite a amiens"
"BF2JOAN1JY";"evaluation medico economique du programme national d'intervention des infirmiers coordonnateurs dans le parcours personnalise de prise charge en cancerologie a boulogne billancourt"
"L8LMVQCV3V";"evaluation du contrat urbain de cohesion sociale 2010 2014 de thonon les bains  actualisation des besoins et prospective "
"9N3BELL4XZ";"evaluation des interactions sur l'environnement des mesures prevues par les projets des schemas de structures de la manche  calvados  seine maritime  somme  pas de calais et du nord a gouville sur mer"
"DJKIQCMKRF";"20 evaluation environnementale dans le cadre de la revision du plan de deplacements urbains de la communaute d'agglomeration du pays ajaccien a ajaccio"
"9RJ8ZU64QK";"evaluation du cprdfp de la region centre : prestation d'enquete telephonique   enquetes qualitatives et rapport d'evaluation"
"VYSZER10TO";"mission de suivi animation et d'evaluation d'un programme operationnel de prevention et d'accompagnement en coproprietes la roseraie a creil"
"KESAREGIGQ";"dans le cadre de la loi du 2 janvier 2002 qui instaure l'obligation d'evaluation pour les etablissements sociaux et medico sociaux  le chi de creteil souhaite se doter d'une mission d&a"
"C56DBBMYUO";"mission d'evaluation de la mise en oeuvre de la reforme des rythmes scolaires a saint herblain"
"9G2HORX01F";"etude d'evaluation du pru du quartier de la gabelle a saint raphael"
"DRBCL3O1Y2";"mission d'assistance pour l'evaluation financiere des charges transferees dans le cadre de la transformation en metropole de la communaute d'agglomeration  a grenoble"
"QMOMCUJSUA";"evaluation de produits d'absorption de co2 en caisson hyperbare pour la survie a bord des sous marins a toulon armees"
"D6C0RLHAO6";"evaluation de la politique regionale pour le conseil regional a charbonnieres les bains"
"3C67RYA83T";"evaluation ex ante du programme urbact iii au profit d'acse a paris rectificatif"
"F68IANFOXR";"evaluation du projet de developpement et de renovation urbaine au profit de la ville a cayenne"
"SMS09CWMN7";"prestation pour la realisation de l'evaluation environnementale du schema regional de coherence ecologique de lorraine  au profit de la dreal lorraine a metz"
"5388OITUSN";"evaluation ex ante sur les outils d'ingenierie financiere programme operationnel feder fse 2014 2020 a lyon cedex 02"
"MZCADQY7S9";"prestations d'assistance a maitrise d'ouvrage pour le suivi  la perfomance et l'evaluation des programmes 2014 2020"
"TJLYKT7R9O";"realisation de constats techniques portant sur des logements individuels ou collectifs et evaluation chiffree de travaux a fort de france"
"KLULXBLEQ0";"enquete et evaluation de l'impact financier pour la mise en place de la reforme tarifaire des transports regionaux au profit de la region a marseille"
